t,sigma_avg,sigma_err
0.000000000000000000e+00,nan,nan
4.000000000000000000e+00,5.397960093333333134e+03,5.846539640427909035e+02
8.000000000000000000e+00,4.109033593333332647e+03,2.964124389248627267e+02
1.200000000000000000e+01,3.680635177777778154e+03,2.006894071324622359e+02
1.600000000000000000e+01,3.455691900000000260e+03,1.540678930151426016e+02
2.000000000000000000e+01,3.324665226666666968e+03,1.288777787801366799e+02
2.400000000000000000e+01,3.233422888888889247e+03,1.113980108729821694e+02
2.800000000000000000e+01,3.169794438095238093e+03,9.979899466889322923e+01
3.200000000000000000e+01,3.123356083333333117e+03,9.024778172574345092e+01
3.600000000000000000e+01,3.086467422222222012e+03,8.365358579208019307e+01
4.000000000000000000e+01,3.054624080000000049e+03,7.807035377702980838e+01
4.400000000000000000e+01,3.028585272727272695e+03,7.458581724508356103e+01
4.800000000000000000e+01,3.007673788888888339e+03,7.200155383649770613e+01
5.200000000000000000e+01,2.992355005128204539e+03,7.044030965420220980e+01
5.600000000000000000e+01,2.979988457142856987e+03,6.955629345155497845e+01
6.000000000000000000e+01,2.969908097777778039e+03,6.907240004495703545e+01
6.400000000000000000e+01,2.956705016666666779e+03,6.863565030324849658e+01
6.800000000000000000e+01,2.949041631372549091e+03,6.893040003186389697e+01
7.200000000000000000e+01,2.941279851851851618e+03,6.841938767116289455e+01
7.600000000000000000e+01,2.934489424561403212e+03,6.890575085126054944e+01
8.000000000000000000e+01,2.929233353333333071e+03,6.926166981437468451e+01
8.400000000000000000e+01,2.923601631746032126e+03,6.908940033868269381e+01
8.800000000000000000e+01,2.918946975757575274e+03,6.957960445297091212e+01
9.200000000000000000e+01,2.913607072463767963e+03,6.964766057112771591e+01
9.600000000000000000e+01,2.908373472222222517e+03,7.036042039909027324e+01
1.000000000000000000e+02,2.903155573333333450e+03,7.118556685847691767e+01
1.040000000000000000e+02,2.898028487179487456e+03,7.201397837328231333e+01
1.080000000000000000e+02,2.893292864197530889e+03,7.256899091220634546e+01
1.120000000000000000e+02,2.888306976190476234e+03,7.287682564706945243e+01
1.160000000000000000e+02,2.882326068965517152e+03,7.338937446132518971e+01
1.200000000000000000e+02,2.876970666666666602e+03,7.418142442962179928e+01
1.240000000000000000e+02,2.871705526881720743e+03,7.457136366461435273e+01
1.280000000000000000e+02,2.868054916666666941e+03,7.559227847175722559e+01
1.320000000000000000e+02,2.864099838383838687e+03,7.651104408472632201e+01
1.360000000000000000e+02,2.862103156862745436e+03,7.737207697665562023e+01
1.400000000000000000e+02,2.860761885714285654e+03,7.798404795227538955e+01
1.440000000000000000e+02,2.859165925925925876e+03,7.917880377424316407e+01
1.480000000000000000e+02,2.856574882882882775e+03,8.024843392852324087e+01
1.520000000000000000e+02,2.854476666666666915e+03,8.113034145933929153e+01
1.560000000000000000e+02,2.852625589743589899e+03,8.214788438944806614e+01
1.600000000000000000e+02,2.851172183333333123e+03,8.323155349359066690e+01
1.640000000000000000e+02,2.848951235772358359e+03,8.357735507899927541e+01
1.680000000000000000e+02,2.846775492063492038e+03,8.415615551150639817e+01
1.720000000000000000e+02,2.845666387596898403e+03,8.485043327993099638e+01
