t,sigma_avg,sigma_err
0.000000000000000000e+00,nan,nan
4.000000000000000000e+00,7.537368541666667454e+01,9.586624609341255265e+00
8.000000000000000000e+00,5.794409520833333715e+01,4.904604486299677824e+00
1.200000000000000000e+01,5.207453797222221681e+01,3.323363477156675128e+00
1.600000000000000000e+01,4.914411090468749421e+01,2.524247394668448496e+00
2.000000000000000000e+01,4.738659424166667122e+01,2.073420529162403714e+00
2.400000000000000000e+01,4.622829295138889449e+01,1.748849550984558077e+00
2.800000000000000000e+01,4.539885008928570898e+01,1.514713903243590787e+00
3.200000000000000000e+01,4.475824992187499163e+01,1.344508907510425066e+00
3.600000000000000000e+01,4.430818967592593083e+01,1.209607041436395081e+00
4.000000000000000000e+01,4.392958733333333043e+01,1.104361407089522906e+00
4.400000000000000000e+01,4.363572005871211701e+01,1.008590131813229984e+00
4.800000000000000000e+01,4.343626662326389010e+01,9.426030642787537328e-01
5.200000000000000000e+01,4.325851093429486838e+01,8.868873779618590136e-01
5.600000000000000000e+01,4.307804468005952003e+01,8.423312133183413764e-01
6.000000000000000000e+01,4.292028928055555781e+01,7.923938509923635909e-01
6.400000000000000000e+01,4.280845115885416874e+01,7.520830788838446246e-01
6.800000000000000000e+01,4.266804419362743772e+01,7.068808117614595599e-01
7.200000000000000000e+01,4.255802732754629858e+01,6.726189669852796760e-01
7.600000000000000000e+01,4.246102853070175343e+01,6.371087138547837370e-01
8.000000000000000000e+01,4.239421253124999822e+01,6.122419323076582209e-01
8.400000000000000000e+01,4.231714322420636165e+01,5.908523946027385287e-01
8.800000000000000000e+01,4.226991356060605654e+01,5.771549706405127989e-01
9.200000000000000000e+01,4.220686016304348698e+01,5.643903750317210699e-01
9.600000000000000000e+01,4.217489059027776932e+01,5.553197745253082296e-01
1.000000000000000000e+02,4.215549430833333133e+01,5.528576941484067975e-01
1.040000000000000000e+02,4.213388652243590116e+01,5.457615494875892592e-01
1.080000000000000000e+02,4.213478926697531080e+01,5.492699999221583029e-01
1.120000000000000000e+02,4.213234252976190675e+01,5.481385919429291320e-01
