timestep,H(t)_mean,H(t)_err
2.000000000000000111e-01,7.776304000000000549e-01,1.320657094025553440e-03
4.000000000000000222e-01,5.941421999999999537e-01,1.269196415059548359e-03
5.999999999999999778e-01,4.702882000000000451e-01,4.300289990221572599e-04
8.000000000000000444e-01,3.920522000000000173e-01,5.246447750621342646e-04
1.000000000000000000e+00,3.370402000000000120e-01,7.361983700063407529e-04
1.199999999999999956e+00,2.939408000000000021e-01,7.811185185360727205e-04
1.399999999999999911e+00,2.592234000000000482e-01,1.234653578944321138e-03
1.600000000000000089e+00,2.306219999999999659e-01,1.356933307130457188e-03
1.800000000000000044e+00,2.065964000000000134e-01,9.239345539593168477e-04
2.000000000000000000e+00,1.858696000000000237e-01,8.833333798742125246e-04
2.200000000000000178e+00,1.682723999999999887e-01,4.620591520573948487e-04
2.399999999999999911e+00,1.533770000000000133e-01,5.730691930299513419e-04
2.600000000000000089e+00,1.408950000000000202e-01,2.963933197627759836e-04
2.799999999999999822e+00,1.291882000000000030e-01,4.866622442721427254e-04
3.000000000000000000e+00,1.184213999999999822e-01,3.703183225280647084e-04
3.200000000000000178e+00,1.091850000000000043e-01,4.896665191740183758e-04
3.399999999999999911e+00,1.013053999999999899e-01,4.840785680031687872e-04
3.600000000000000089e+00,9.433340000000001169e-02,5.350531375480387835e-04
3.799999999999999822e+00,8.762980000000000769e-02,3.237521274061373028e-04
4.000000000000000000e+00,8.157099999999999074e-02,2.826639347352248241e-04
4.200000000000000178e+00,7.581780000000000463e-02,2.352884187545139756e-04
4.400000000000000355e+00,7.126820000000000377e-02,5.157840051804626468e-04
4.599999999999999645e+00,6.702439999999999787e-02,4.718538544931057729e-04
4.799999999999999822e+00,6.339799999999999602e-02,5.714422980494177420e-04
5.000000000000000000e+00,5.962920000000000720e-02,8.165521661228994105e-04
5.200000000000000178e+00,5.619359999999999633e-02,6.487214810687240256e-04
5.400000000000000355e+00,5.308960000000000068e-02,9.673946247524846647e-04
5.599999999999999645e+00,5.061480000000000146e-02,6.748359356169475638e-04
5.799999999999999822e+00,4.851439999999999919e-02,7.136516377056805133e-04
6.000000000000000000e+00,4.653539999999999066e-02,4.833880015060364665e-04
6.200000000000000178e+00,4.431859999999999966e-02,4.239855657920442791e-04
6.400000000000000355e+00,4.216500000000000803e-02,4.552262075056754927e-04
6.599999999999999645e+00,3.973780000000000368e-02,5.226456160726881657e-04
6.799999999999999822e+00,3.765800000000000397e-02,3.855132941935977397e-04
7.000000000000000000e+00,3.625960000000000294e-02,2.580301532767049892e-04
