t,D_cat_mean,D_cat_err,D_ani_mean,D_ani_err
0.000000000000000000e+00,nan,nan,nan,nan
4.000000000000000000e+00,1.865111208333333492e-01,5.587016499176948462e-04,1.869277500000000036e-01,5.354367885684247798e-04
8.000000000000000000e+00,1.376962729166666677e-01,2.714535022283013233e-04,1.379083062500000012e-01,2.544025222289567826e-04
1.200000000000000000e+01,1.217510791666666509e-01,1.856235288013322797e-04,1.218968402777777654e-01,1.848810065405108840e-04
1.600000000000000000e+01,1.138674791666666603e-01,1.446254323181959500e-04,1.139680833333333448e-01,1.460435828980855368e-04
2.000000000000000000e+01,1.091591833333333400e-01,9.859977540479681756e-05,1.092317999999999900e-01,1.091304019493631778e-04
2.400000000000000000e+01,1.060098055555555724e-01,9.111958178686837542e-05,1.060604375000000071e-01,9.626151495818930943e-05
2.800000000000000000e+01,1.037575416666666889e-01,7.433510022020524833e-05,1.037926964285714321e-01,8.769563849038266906e-05
3.200000000000000000e+01,1.020868229166666807e-01,6.830971928887470440e-05,1.021143697916666593e-01,8.110243434627327345e-05
3.600000000000000000e+01,1.007603935185185373e-01,6.269007799910940705e-05,1.007767129629629499e-01,7.241627933396148505e-05
4.000000000000000000e+01,9.970581249999999063e-02,5.579024154197419942e-05,9.971148333333333669e-02,7.099482793933549008e-05
4.400000000000000000e+01,9.884846212121212172e-02,5.046168156883323571e-05,9.884996590909092551e-02,6.489492024588332643e-05
4.800000000000000000e+01,9.814754166666665725e-02,4.850916194326908987e-05,9.814678819444444535e-02,6.659122215026571214e-05
5.200000000000000000e+01,9.752408333333333068e-02,4.884365417477315517e-05,9.752299999999999858e-02,6.491322769944628669e-05
5.600000000000000000e+01,9.701308928571429624e-02,4.581110997505401223e-05,9.701214285714285235e-02,6.256147455413546218e-05
6.000000000000000000e+01,9.657281111111112870e-02,4.578969598690772557e-05,9.657381388888888751e-02,6.116411983378109449e-05
6.400000000000000000e+01,9.617085156250000655e-02,4.289466555470474547e-05,9.617265104166666800e-02,5.860033846703385443e-05
6.800000000000000000e+01,9.582192156862745502e-02,4.433377076535002657e-05,9.582193382352940936e-02,5.874923179275855358e-05
7.200000000000000000e+01,9.551396296296296717e-02,4.269884896975175472e-05,9.551345601851851663e-02,5.857645219064666500e-05
7.600000000000000000e+01,9.523664473684211040e-02,4.035131591951424986e-05,9.523628728070175631e-02,5.341293866547000736e-05
8.000000000000000000e+01,9.498503750000000800e-02,4.176510880234370532e-05,9.498584374999999302e-02,5.549189132126597504e-05
8.400000000000000000e+01,9.476070238095238296e-02,4.311446132594308445e-05,9.476125595238094057e-02,5.590415260848793845e-05
8.800000000000000000e+01,9.455366666666667474e-02,4.095179480194120937e-05,9.455361742424242544e-02,5.308587846642286580e-05
9.200000000000000000e+01,9.437251992753623031e-02,4.071636257283203590e-05,9.437195471014493686e-02,5.334165554613414363e-05
9.600000000000000000e+01,9.418934722222223332e-02,4.014310547838773443e-05,9.418860069444442984e-02,5.148162987817488388e-05
1.000000000000000000e+02,9.404413333333333513e-02,4.021690388412172074e-05,9.404465500000000477e-02,5.282606294467361485e-05
1.040000000000000000e+02,9.389217628205129285e-02,4.015787813015972137e-05,9.389360576923075352e-02,5.225229977818911633e-05
1.080000000000000000e+02,9.375403240740740052e-02,4.107943594743309826e-05,9.375637808641976156e-02,5.232646351580892604e-05
1.120000000000000000e+02,9.362359672619047224e-02,3.867039231543042076e-05,9.362705952380952212e-02,5.149784244794741955e-05
1.160000000000000000e+02,9.350898850574712595e-02,4.089159826963989562e-05,9.351378879310343062e-02,5.267715582335658878e-05
1.200000000000000000e+02,9.339462777777778058e-02,4.154638692839441330e-05,9.340068888888887477e-02,5.181747191086570641e-05
1.240000000000000000e+02,9.329259677419353414e-02,4.044352132768381386e-05,9.329930107526882010e-02,5.165202867892699660e-05
1.280000000000000000e+02,9.319655208333332830e-02,4.086421991781318821e-05,9.320416796875000132e-02,5.250835191068840114e-05
1.320000000000000000e+02,9.310598484848484069e-02,4.218114494542645816e-05,9.311438636363636445e-02,5.248322969061284187e-05
1.360000000000000000e+02,9.301551102941175986e-02,4.234157459483589743e-05,9.302542401960786633e-02,5.195601297486527053e-05
1.400000000000000000e+02,9.293419404761901759e-02,4.367340633807117539e-05,9.294660714285715719e-02,5.263738084103361330e-05
1.440000000000000000e+02,9.285799999999999610e-02,4.266670813120260273e-05,9.287280208333334452e-02,5.186838606010919301e-05
1.480000000000000000e+02,9.278456756756756074e-02,4.309751759338160450e-05,9.280032770270268960e-02,5.228265618613699416e-05
1.520000000000000000e+02,9.271727083333333730e-02,4.334847626387954977e-05,9.273438815789472600e-02,5.326593831669354875e-05
1.560000000000000000e+02,9.265241025641025863e-02,4.255684717880203554e-05,9.267052991452992550e-02,5.219071107176843585e-05
1.600000000000000000e+02,9.258836249999999324e-02,4.375035834840103506e-05,9.260652916666664569e-02,5.413858208004025750e-05
1.640000000000000000e+02,9.253360975609756234e-02,4.399245860650351637e-05,9.255150813008129751e-02,5.408063674636640560e-05
1.680000000000000000e+02,9.247901289682539105e-02,4.414694254314375398e-05,9.249734920634920810e-02,5.392745419582891059e-05
1.720000000000000000e+02,9.242564437984496228e-02,4.459822006822022065e-05,9.244473255813953627e-02,5.533295620760194094e-05
1.760000000000000000e+02,9.237397727272726733e-02,4.354845245657199562e-05,9.239405587121211905e-02,5.445083015018586611e-05
1.800000000000000000e+02,9.232698981481482492e-02,4.426074115608049801e-05,9.234801944444444299e-02,5.485365418665562987e-05
1.840000000000000000e+02,9.228063405797101715e-02,4.434677687601376079e-05,9.230221920289853610e-02,5.606147185637992789e-05
1.880000000000000000e+02,9.223414007092198275e-02,4.364791147422156947e-05,9.225564716312058267e-02,5.492708574546500662e-05
1.920000000000000000e+02,9.218853298611112690e-02,4.400992860861687274e-05,9.220919270833333181e-02,5.504992471038126610e-05
1.960000000000000000e+02,9.215026360544217865e-02,4.435260800320350036e-05,9.216971938775511686e-02,5.662058819607187625e-05
2.000000000000000000e+02,9.211276666666665114e-02,4.503270553610145736e-05,9.213044166666664592e-02,5.745681557364773354e-05
2.040000000000000000e+02,9.207488562091502293e-02,4.480530207363525233e-05,9.209160947712417833e-02,5.697830066696117244e-05
2.080000000000000000e+02,9.203980769230769854e-02,4.469354636259468676e-05,9.205427083333332650e-02,5.746717316434616773e-05
2.120000000000000000e+02,9.200374213836479131e-02,4.530796813712940934e-05,9.201677672955974052e-02,5.824725119106496419e-05
2.160000000000000000e+02,9.197206018518518100e-02,4.440494681317045197e-05,9.198435956790122769e-02,5.766873657920592433e-05
2.200000000000000000e+02,9.193990909090909991e-02,4.459616235926339460e-05,9.195145454545453068e-02,5.771003171401512991e-05
