r,gSC_mean,gSC_err
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,9.518972088002074271e-05,1.240846547805792541e-05
9.499999999999999556e-01,2.034330949772133190e-01,5.580606792899642102e-04
1.050000000000000044e+00,1.289380832696455537e+00,8.041943734921300647e-04
1.150000000000000133e+00,1.487670008099615249e+00,1.211632467929026720e-03
1.250000000000000000e+00,1.312681280543766871e+00,9.004843158114105581e-04
1.350000000000000089e+00,1.177366913366330703e+00,8.320265355939880300e-04
1.450000000000000178e+00,1.075118240306671025e+00,4.978409313065557899e-04
1.550000000000000044e+00,1.003679061321708366e+00,6.776582269430383998e-04
1.650000000000000133e+00,9.564378892353797568e-01,5.249139507393651722e-04
1.750000000000000000e+00,9.345793912457249775e-01,7.058641035601940063e-04
1.850000000000000089e+00,9.344583976320626206e-01,4.271000102242556058e-04
1.950000000000000178e+00,9.511538255005254072e-01,2.980660975015476228e-04
2.049999999999999822e+00,9.819510541968176076e-01,4.009593899432696714e-04
2.150000000000000355e+00,1.005955493162902892e+00,4.827013669202797892e-04
2.250000000000000000e+00,1.016311438502594644e+00,6.278634131070250307e-04
2.350000000000000533e+00,1.018527527034734259e+00,3.954260497396484266e-04
2.450000000000000178e+00,1.013941132837371750e+00,4.158945132677045829e-04
2.549999999999999822e+00,1.007441860466280703e+00,4.107500096934425370e-04
2.650000000000000355e+00,1.001983744797094733e+00,5.256605019202385039e-04
2.750000000000000000e+00,9.973382364340276363e-01,4.198219258326031460e-04
2.850000000000000533e+00,9.954858512092090717e-01,3.224447886680760684e-04
2.950000000000000178e+00,9.953899358564303190e-01,3.350353653901983701e-04
3.049999999999999822e+00,9.972480285928732036e-01,2.862781122196119657e-04
3.150000000000000355e+00,9.981827097361526402e-01,3.884446053169202280e-04
3.250000000000000000e+00,1.000591337886781007e+00,3.187889197012918198e-04
3.350000000000000533e+00,1.001260751788623171e+00,3.397759529253950648e-04
3.450000000000000178e+00,1.001601085565650973e+00,3.197443664956156552e-04
3.549999999999999822e+00,1.001237049664885692e+00,3.099958333158028389e-04
3.650000000000000355e+00,1.000932767719656002e+00,2.471615236566418938e-04
3.750000000000000000e+00,1.000257097860159483e+00,3.437677346635163592e-04
3.850000000000000533e+00,9.994478802036400600e-01,1.754773588248701810e-04
3.950000000000000178e+00,9.994815998184114481e-01,2.290948848018701709e-04
4.050000000000000711e+00,1.000282903921006383e+00,1.391084486058846009e-04
4.150000000000000355e+00,1.000105008404179596e+00,1.931382240791799140e-04
4.250000000000000000e+00,1.000349586845250993e+00,1.591780251716981673e-04
4.349999999999999645e+00,1.000623348076381980e+00,2.383919536267882554e-04
4.450000000000000178e+00,1.000511202676281020e+00,1.428171120703183828e-04
4.550000000000000711e+00,9.996974379544937284e-01,2.430131639369810818e-04
4.650000000000000355e+00,9.999371424763264793e-01,2.145806639102982877e-04
4.750000000000000000e+00,1.000259123462829525e+00,2.188499516922990686e-04
4.850000000000000533e+00,1.000329619751341381e+00,2.000881374921553149e-04
4.950000000000000178e+00,9.999493988928008781e-01,1.909161645181133926e-04
5.050000000000000711e+00,9.998509253507394945e-01,1.581833360448660873e-04
5.150000000000000355e+00,1.000218532680896333e+00,1.801440389011454903e-04
5.250000000000000000e+00,1.000769128037871214e+00,1.218046888040331537e-04
5.350000000000000533e+00,1.000239973591233511e+00,2.441205164063950091e-04
5.450000000000000178e+00,1.000201627877753685e+00,2.201591183994320948e-04
5.550000000000000711e+00,1.000340230604561231e+00,1.379763816491407251e-04
5.650000000000000355e+00,1.000183710677305715e+00,1.484859418579734345e-04
5.750000000000000000e+00,1.000188465994496845e+00,1.784349853335694222e-04
5.850000000000000533e+00,1.000082685988708198e+00,2.348224025664118826e-04
5.950000000000000178e+00,1.000094521036581252e+00,2.099153870744363852e-04
6.050000000000000711e+00,9.999523752680016253e-01,1.984145502964504177e-04
6.150000000000000355e+00,9.999616925091439068e-01,1.583163892670961842e-04
6.250000000000000000e+00,1.000180233317736755e+00,1.787946776206244029e-04
6.350000000000000533e+00,1.000076825591651453e+00,1.596122953556842485e-04
6.450000000000000178e+00,1.000119197884963507e+00,1.784653647767456947e-04
6.550000000000000711e+00,1.000064218971681296e+00,1.239189240551805875e-04
6.650000000000000355e+00,1.000259002982543555e+00,1.892438586251229504e-04
6.750000000000000000e+00,1.000316470547626180e+00,1.977222476225882618e-04
6.850000000000000533e+00,9.999709146707065344e-01,1.309821799659830616e-04
6.950000000000000178e+00,1.000067008168124660e+00,1.169275771581709876e-04
7.050000000000000711e+00,1.000250396771822592e+00,1.198280680633445708e-04
7.150000000000000355e+00,1.000079153956837885e+00,1.946095440305119846e-04
7.250000000000000000e+00,1.000238655615813377e+00,1.070141115163294440e-04
7.350000000000000533e+00,1.000253640186316018e+00,1.130239179411177624e-04
7.450000000000000178e+00,1.000440612041423094e+00,2.378381234062566308e-04
7.550000000000000711e+00,1.000039418445616501e+00,1.182686084611266167e-04
7.650000000000000355e+00,1.000305493488679698e+00,1.308904482301836167e-04
7.750000000000000000e+00,9.999885506989040218e-01,1.748995097196922699e-04
7.850000000000000533e+00,1.000250915353385173e+00,1.561849749430182653e-04
7.950000000000000178e+00,1.000071995554556725e+00,1.040449958541023287e-04
8.050000000000000711e+00,1.000001385433548551e+00,1.311595350135344744e-04
8.150000000000000355e+00,9.999792396972037034e-01,1.275067472064209725e-04
8.250000000000000000e+00,1.000381193853443929e+00,9.244354134402278623e-05
8.350000000000001421e+00,1.000337215637156385e+00,1.176402740145111056e-04
8.449999999999999289e+00,1.000112007485970178e+00,9.870515662301934765e-05
8.550000000000000711e+00,1.000214215944409180e+00,1.437749499831955115e-04
8.650000000000000355e+00,1.000084677459860405e+00,1.784244346616591754e-04
8.750000000000000000e+00,1.000155978332839535e+00,5.548271184200734491e-05
8.850000000000001421e+00,1.000030051081854943e+00,1.160119445795045908e-04
8.949999999999999289e+00,1.000016200381765863e+00,1.315583713994519538e-04
9.050000000000000711e+00,1.000098649659664662e+00,8.510311141477775517e-05
9.150000000000000355e+00,1.000519897858261009e+00,1.277596333434076069e-04
9.250000000000000000e+00,1.000145699717891912e+00,1.405732366222123676e-04
9.350000000000001421e+00,9.999760265053726505e-01,8.873092988305353204e-05
9.449999999999999289e+00,9.999174883325915308e-01,1.026514933903784971e-04
9.550000000000000711e+00,1.000172070850012807e+00,1.403685180108682040e-04
9.650000000000002132e+00,1.000239380433208591e+00,6.883762555416988419e-05
9.750000000000000000e+00,1.000342481054892430e+00,1.225804922616161355e-04
9.850000000000001421e+00,9.999488791000248344e-01,1.071304242808855434e-04
9.949999999999999289e+00,1.000184240384490053e+00,8.253682585351779829e-05
