r,gSC_mean,gSC_err
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,7.690601810027329968e-05,9.008698295700989317e-06
9.499999999999999556e-01,2.028130496754592671e-01,4.177842937316275456e-04
1.050000000000000044e+00,1.287899283573665565e+00,9.093463949224493475e-04
1.150000000000000133e+00,1.490344779926189966e+00,1.080096213113655853e-03
1.250000000000000000e+00,1.311908102790115827e+00,1.229365358612828944e-03
1.350000000000000089e+00,1.176354967062077650e+00,6.027424485392580055e-04
1.450000000000000178e+00,1.075296880762704133e+00,7.869124572792758230e-04
1.550000000000000044e+00,1.003432065640857074e+00,5.785878190422693180e-04
1.650000000000000133e+00,9.586150690408912212e-01,3.940158942902705812e-04
1.750000000000000000e+00,9.338500561725616711e-01,6.751609976996515803e-04
1.850000000000000089e+00,9.347904118373907556e-01,6.181713546628753901e-04
1.950000000000000178e+00,9.507193114476958362e-01,4.782439414611250371e-04
2.049999999999999822e+00,9.816196205627450988e-01,5.027135168252419009e-04
2.150000000000000355e+00,1.006292618109364101e+00,3.365398877064168493e-04
2.250000000000000000e+00,1.016792710617614004e+00,5.690102462962922823e-04
2.350000000000000533e+00,1.017489769504092090e+00,5.406983579842115483e-04
2.450000000000000178e+00,1.014282306576403947e+00,5.711812023006335257e-04
2.549999999999999822e+00,1.007899548860090366e+00,3.867148764010417154e-04
2.650000000000000355e+00,1.001392092894828556e+00,4.088494962447178187e-04
2.750000000000000000e+00,9.981600981436047348e-01,3.246082478165699921e-04
2.850000000000000533e+00,9.957623927738152858e-01,3.261645872374106521e-04
2.950000000000000178e+00,9.954132811417700788e-01,3.698188527883585408e-04
3.049999999999999822e+00,9.966289374819637947e-01,3.658342989426396799e-04
3.150000000000000355e+00,9.986733261058200473e-01,2.912384042313780584e-04
3.250000000000000000e+00,1.000017439325278534e+00,3.453388014039498132e-04
3.350000000000000533e+00,1.001156923603381710e+00,2.291254431701309359e-04
3.450000000000000178e+00,1.001171226250261892e+00,2.460658212621336669e-04
3.549999999999999822e+00,1.001339998842301959e+00,1.947387100119938241e-04
3.650000000000000355e+00,1.000995272504632272e+00,2.473057759615029699e-04
3.750000000000000000e+00,1.000225418360324081e+00,3.250817416292756915e-04
3.850000000000000533e+00,1.000364557271427923e+00,2.513822196150754468e-04
3.950000000000000178e+00,9.996202378864476046e-01,2.760146914553247908e-04
4.050000000000000711e+00,9.998136703405501313e-01,2.708467235373279128e-04
4.150000000000000355e+00,9.994269639358707158e-01,2.213125556182733798e-04
4.250000000000000000e+00,9.998340128724656495e-01,1.946310498685750766e-04
4.349999999999999645e+00,1.000326633777244734e+00,1.861405965194254386e-04
4.450000000000000178e+00,1.000568050478976678e+00,2.164551871831153621e-04
4.550000000000000711e+00,1.000486244603959296e+00,1.575959694929367617e-04
4.650000000000000355e+00,9.997291926066400602e-01,1.107661173324291489e-04
4.750000000000000000e+00,1.000014359198718283e+00,2.050453686658782067e-04
4.850000000000000533e+00,1.000261555287966786e+00,2.728601775341088736e-04
4.950000000000000178e+00,1.000210927355865254e+00,2.085079094040942667e-04
5.050000000000000711e+00,1.000266188531439893e+00,1.691983746339552482e-04
5.150000000000000355e+00,1.000107202550887253e+00,2.040326442076770719e-04
5.250000000000000000e+00,1.000329459229086559e+00,1.078646645939824767e-04
5.350000000000000533e+00,9.998077003551115727e-01,1.864349809531309779e-04
5.450000000000000178e+00,1.000004342209218855e+00,2.219470573780920860e-04
5.550000000000000711e+00,9.999273802468369166e-01,1.698439874167144534e-04
5.650000000000000355e+00,9.999314141461669303e-01,1.679923889383548032e-04
5.750000000000000000e+00,1.000362293579436734e+00,2.778610749133263169e-04
5.850000000000000533e+00,9.999186117451053235e-01,1.445773646155378575e-04
5.950000000000000178e+00,1.000160669796767987e+00,1.191012321439179907e-04
6.050000000000000711e+00,1.000143061648311349e+00,1.296978157888703368e-04
6.150000000000000355e+00,1.000270090205517715e+00,2.539666373000298611e-04
6.250000000000000000e+00,1.000286876907909406e+00,1.272620616858751059e-04
6.350000000000000533e+00,1.000247434395369783e+00,9.106065431507985911e-05
6.450000000000000178e+00,1.000069913892863038e+00,1.161405121170977072e-04
6.550000000000000711e+00,9.999957949821098868e-01,1.337411142631594462e-04
6.650000000000000355e+00,9.999075658159821689e-01,1.686602537205850974e-04
6.750000000000000000e+00,1.000216716132052319e+00,1.307189789192325310e-04
6.850000000000000533e+00,1.000118625772768777e+00,1.315238027076127080e-04
6.950000000000000178e+00,1.000347584902117282e+00,1.643503692500923184e-04
7.050000000000000711e+00,1.000081044852636047e+00,1.301079329713955535e-04
7.150000000000000355e+00,1.000095332755564836e+00,8.892412675649092810e-05
7.250000000000000000e+00,1.000060206283212461e+00,1.551449393898842572e-04
7.350000000000000533e+00,1.000162558250489830e+00,1.140500460061165942e-04
7.450000000000000178e+00,1.000142242992513975e+00,1.069885915178571157e-04
7.550000000000000711e+00,1.000134693060291013e+00,1.320620847381802690e-04
7.650000000000000355e+00,1.000425804511159589e+00,1.083232113117252245e-04
7.750000000000000000e+00,9.998324799398282670e-01,1.391693489972086503e-04
7.850000000000000533e+00,1.000228043707312775e+00,8.970072932022611753e-05
7.950000000000000178e+00,1.000323602555267533e+00,1.775232582135714159e-04
8.050000000000000711e+00,1.000041661751480682e+00,1.119031838171360077e-04
8.150000000000000355e+00,9.999681791133031572e-01,1.117865444518149345e-04
8.250000000000000000e+00,9.999488364742099566e-01,1.433243649107648118e-04
8.350000000000001421e+00,9.999723416332113590e-01,5.979895228771406974e-05
8.449999999999999289e+00,1.000167417308303719e+00,1.031730005249730599e-04
8.550000000000000711e+00,1.000321833632960011e+00,1.519719272095579788e-04
8.650000000000000355e+00,9.999128357639085474e-01,1.651712320452022615e-04
8.750000000000000000e+00,1.000217715326835677e+00,1.016456730156798684e-04
8.850000000000001421e+00,1.000070493127050764e+00,1.349578106945167281e-04
8.949999999999999289e+00,9.999409432137357223e-01,1.125713474553212591e-04
9.050000000000000711e+00,1.000052101506355706e+00,1.168236455333036399e-04
9.150000000000000355e+00,1.000101369641840154e+00,9.009376230468922738e-05
9.250000000000000000e+00,1.000208641620194738e+00,9.533667921704539687e-05
9.350000000000001421e+00,1.000137550349728954e+00,9.716636977210919726e-05
9.449999999999999289e+00,1.000117201337066941e+00,1.124844236757717550e-04
9.550000000000000711e+00,1.000066112295440623e+00,6.944459459971060854e-05
9.650000000000002132e+00,1.000089896673018064e+00,8.933194540259162318e-05
9.750000000000000000e+00,9.999705251062639411e-01,5.445444814277620180e-05
9.850000000000001421e+00,1.000078825082213685e+00,9.293865792913221955e-05
9.949999999999999289e+00,1.000229205568469837e+00,1.232227890602077510e-04
