r,gSC_mean,gSC_err
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,2.065662892026635944e-04,1.040223917485872552e-05
9.499999999999999556e-01,4.082472211718236044e-01,6.056550673419980541e-04
1.050000000000000044e+00,2.196622983295324794e+00,1.054066050739355847e-03
1.150000000000000133e+00,2.131071857868997110e+00,6.265366942667188960e-04
1.250000000000000000e+00,1.406581729694129201e+00,4.818159749739803145e-04
1.350000000000000089e+00,9.750377083698753555e-01,4.281828312308520951e-04
1.450000000000000178e+00,7.719462954927390763e-01,2.862777439152682370e-04
1.550000000000000044e+00,6.988365345777068915e-01,3.045679031764849352e-04
1.650000000000000133e+00,7.143894469427107818e-01,3.753870572025634080e-04
1.750000000000000000e+00,8.029961819694190206e-01,2.433501680257953777e-04
1.850000000000000089e+00,9.427372816585363191e-01,2.494342749888437999e-04
1.950000000000000178e+00,1.086178915808210022e+00,4.159361118182357655e-04
2.049999999999999822e+00,1.183001529703777255e+00,2.697109782598298500e-04
2.150000000000000355e+00,1.179785524904770844e+00,2.860184676140614841e-04
2.250000000000000000e+00,1.094339813841260334e+00,3.260917272923906786e-04
2.350000000000000533e+00,9.971772804539853485e-01,2.806447436724180040e-04
2.450000000000000178e+00,9.290690787202635637e-01,1.576558683960200581e-04
2.549999999999999822e+00,9.045494781297230835e-01,2.255497977352547713e-04
2.650000000000000355e+00,9.195408539908436207e-01,2.174956355323615228e-04
2.750000000000000000e+00,9.596600816062421657e-01,1.056538714275749970e-04
2.850000000000000533e+00,1.006393430727568816e+00,1.869412715726478989e-04
2.950000000000000178e+00,1.041605622443285029e+00,1.583515607927522579e-04
3.049999999999999822e+00,1.053703948524398415e+00,1.581424927514166873e-04
3.150000000000000355e+00,1.042958503610296628e+00,2.005581249803638265e-04
3.250000000000000000e+00,1.018487932393273399e+00,1.597348385707331696e-04
3.350000000000000533e+00,9.917730865325898870e-01,1.226866191867554952e-04
3.450000000000000178e+00,9.744173433031596554e-01,2.190020761309548268e-04
3.549999999999999822e+00,9.699307129160044116e-01,1.795708035580612539e-04
3.650000000000000355e+00,9.774409966584978182e-01,1.572891571494380663e-04
3.750000000000000000e+00,9.927038348287403613e-01,1.274720235950941964e-04
3.850000000000000533e+00,1.007368644985180639e+00,1.541520406804370300e-04
3.950000000000000178e+00,1.016304442612064873e+00,1.587540211660157631e-04
4.050000000000000711e+00,1.017169484931700785e+00,2.182214382354365158e-04
4.150000000000000355e+00,1.011448677379842342e+00,1.251571294448645846e-04
4.250000000000000000e+00,1.002734936396290077e+00,2.092397205164755103e-04
4.349999999999999645e+00,9.948589888653558422e-01,1.153599560315593563e-04
4.450000000000000178e+00,9.904114736059252966e-01,1.587749990286709955e-04
4.550000000000000711e+00,9.903804848498010127e-01,1.445282274030938014e-04
4.650000000000000355e+00,9.941448977548613675e-01,1.132503223698639049e-04
4.750000000000000000e+00,9.993386370676130559e-01,1.144890492277661042e-04
4.850000000000000533e+00,1.003984712813915658e+00,1.575417362774549947e-04
4.950000000000000178e+00,1.005929906264788176e+00,8.789612962806987490e-05
5.050000000000000711e+00,1.005621453284126776e+00,1.202409372503613608e-04
5.150000000000000355e+00,1.003177909425064573e+00,1.013773043110693332e-04
5.250000000000000000e+00,9.998939111594242757e-01,9.563088967838986930e-05
5.350000000000000533e+00,9.974667423934567845e-01,1.066737195797561868e-04
5.450000000000000178e+00,9.961374917922631855e-01,1.397360950237630333e-04
5.550000000000000711e+00,9.970227606957327016e-01,1.070495955797707069e-04
5.650000000000000355e+00,9.987045210007845508e-01,1.438195636287553484e-04
5.750000000000000000e+00,1.000757771575005339e+00,8.164084793766159789e-05
5.850000000000000533e+00,1.001949968357830567e+00,9.469874337993895220e-05
5.950000000000000178e+00,1.002388233881225998e+00,8.694456789548874506e-05
6.050000000000000711e+00,1.001772005669597565e+00,9.736038311073256699e-05
6.150000000000000355e+00,1.000815180170739005e+00,8.647025215279189572e-05
6.250000000000000000e+00,9.995834842038305856e-01,1.197848674408336035e-04
6.350000000000000533e+00,9.989149360427737045e-01,7.649408648956928028e-05
6.450000000000000178e+00,9.988813329978789568e-01,7.664084799090703807e-05
6.550000000000000711e+00,9.991952430700991039e-01,7.414911756081671063e-05
6.650000000000000355e+00,9.999650396142470976e-01,5.633504694954773992e-05
6.750000000000000000e+00,1.000491811093319194e+00,1.012730936289036660e-04
6.850000000000000533e+00,1.000829189247549156e+00,7.624407816003684365e-05
6.950000000000000178e+00,1.000996175599547122e+00,7.840171414971592299e-05
7.050000000000000711e+00,1.000524250515957947e+00,6.095205228950732068e-05
7.150000000000000355e+00,1.000133265154913298e+00,4.615047190841510614e-05
7.250000000000000000e+00,9.998140768747783014e-01,8.004387062041303533e-05
7.350000000000000533e+00,9.996015087428460344e-01,7.559985902741074733e-05
7.450000000000000178e+00,9.997215257457291449e-01,8.123820817892552480e-05
7.550000000000000711e+00,9.998489062297881702e-01,9.150892615024473070e-05
7.650000000000000355e+00,1.000087452912899133e+00,9.072071752044738027e-05
7.750000000000000000e+00,1.000371262152940144e+00,6.926338907902343891e-05
7.850000000000000533e+00,1.000489137667175399e+00,6.520505730010335229e-05
7.950000000000000178e+00,1.000444459773940142e+00,5.175995711243583256e-05
8.050000000000000711e+00,1.000115991720116781e+00,5.728709626273014338e-05
8.150000000000000355e+00,1.000038060361786219e+00,8.834278582830299852e-05
8.250000000000000000e+00,9.998421924800016125e-01,7.576783829104582698e-05
8.350000000000001421e+00,9.999113290590416758e-01,7.490604910961558890e-05
8.449999999999999289e+00,9.999560009654189230e-01,6.797156086281700858e-05
8.550000000000000711e+00,1.000135831632060768e+00,5.704629559010157189e-05
8.650000000000000355e+00,1.000170071146760264e+00,8.380079584792699259e-05
8.750000000000000000e+00,1.000226073929157078e+00,5.632305404665684175e-05
8.850000000000001421e+00,1.000260577170150267e+00,4.300667233623788651e-05
8.949999999999999289e+00,1.000262784238151736e+00,6.271406099351996396e-05
9.050000000000000711e+00,1.000147736031449242e+00,6.267406083572866994e-05
9.150000000000000355e+00,9.999471792304429618e-01,7.133486750720764876e-05
9.250000000000000000e+00,1.000110171333696396e+00,6.485241674500135040e-05
9.350000000000001421e+00,1.000121491231156678e+00,4.697501887537100973e-05
9.449999999999999289e+00,1.000126287000791425e+00,6.205155213738653092e-05
9.550000000000000711e+00,1.000083225314536417e+00,7.692351493949273406e-05
9.650000000000002132e+00,1.000027970806576239e+00,6.941613225829868763e-05
9.750000000000000000e+00,1.000099367710737708e+00,8.130516882152318925e-05
9.850000000000001421e+00,1.000118019222082877e+00,4.024877800163982844e-05
9.949999999999999289e+00,1.000108301309077685e+00,5.045687761398576899e-05
