t,D_cat_mean,D_cat_err,D_ani_mean,D_ani_err
0.000000000000000000e+00,nan,nan,nan,nan
4.000000000000000000e+00,7.793606666666665905e-01,5.295408420535447323e-03,7.775958749999999364e-01,3.828028539827789487e-03
8.000000000000000000e+00,5.820782083333333468e-01,2.788223617392697994e-03,5.811994375000000268e-01,2.232765375294285936e-03
1.200000000000000000e+01,5.184913472222223429e-01,1.679987801127868878e-03,5.178987499999998523e-01,1.367195323013087717e-03
1.600000000000000000e+01,4.874985833333333463e-01,1.321171979567725653e-03,4.869929270833333601e-01,1.001297260584155767e-03
2.000000000000000000e+01,4.693618083333332969e-01,1.103651672217265123e-03,4.689424250000001071e-01,8.315037626628835141e-04
2.400000000000000000e+01,4.570832777777778522e-01,8.822824770074398073e-04,4.567053819444444329e-01,7.353747697477254226e-04
2.800000000000000000e+01,4.485510595238094700e-01,8.086186489863673478e-04,4.482091249999999860e-01,6.036113924087594491e-04
3.200000000000000000e+01,4.421654791666666529e-01,6.512036380832047014e-04,4.418736979166666967e-01,5.505340444274114953e-04
3.600000000000000000e+01,4.373373749999999727e-01,6.348918779338576148e-04,4.371073657407406610e-01,4.887943988981910317e-04
4.000000000000000000e+01,4.334817916666667270e-01,5.909947738548678407e-04,4.332883749999999479e-01,4.309878674157374082e-04
4.400000000000000000e+01,4.301687878787879282e-01,5.424614269038888084e-04,4.300096212121212180e-01,4.361363490150172448e-04
4.800000000000000000e+01,4.275124652777777534e-01,5.185858206208301957e-04,4.273729513888889220e-01,4.127704746295051525e-04
5.200000000000000000e+01,4.253599038461539084e-01,4.714773838513025626e-04,4.252526282051282136e-01,3.696189020004879704e-04
5.600000000000000000e+01,4.233287500000000314e-01,4.452005557237100303e-04,4.232346130952381325e-01,3.631507895367983713e-04
6.000000000000000000e+01,4.217184999999999961e-01,4.261354983605115075e-04,4.216373333333333084e-01,3.315370328995133754e-04
6.400000000000000000e+01,4.202598958333333412e-01,4.054451272734035049e-04,4.201968749999999697e-01,3.202192092578457568e-04
6.800000000000000000e+01,4.189678186274509164e-01,3.873303114748625239e-04,4.189178186274509774e-01,3.059487440213468166e-04
