timestep,H(t)_mean,H(t)_err
4.000000000000000222e-01,5.202223999999999737e-01,6.064709061447246972e-04
8.000000000000000444e-01,2.943102000000000218e-01,5.680938654835147004e-04
1.199999999999999956e+00,2.050188000000000010e-01,6.836833623834957492e-04
1.600000000000000089e+00,1.569773999999999892e-01,2.230381133349060841e-05
2.000000000000000000e+00,1.255254000000000092e-01,3.942985670783011039e-04
2.399999999999999911e+00,1.040989999999999832e-01,3.430553891137700013e-04
2.799999999999999822e+00,8.773499999999999355e-02,2.889226540096859761e-04
3.200000000000000178e+00,7.580960000000000476e-02,4.456019075363113510e-04
3.600000000000000089e+00,6.626319999999999433e-02,5.241642299890372867e-04
4.000000000000000000e+00,5.811720000000000080e-02,2.553467054809993478e-04
4.400000000000000355e+00,5.218600000000001016e-02,3.416526013365045315e-04
4.799999999999999822e+00,4.732280000000000514e-02,2.242700158291338944e-04
5.200000000000000178e+00,4.267200000000000160e-02,2.532439535309779729e-04
5.599999999999999645e+00,3.892479999999999551e-02,2.599252584878976877e-04
6.000000000000000000e+00,3.524319999999999536e-02,1.780489820246101084e-04
6.400000000000000355e+00,3.230480000000000157e-02,2.336053081588684692e-04
6.799999999999999822e+00,2.981239999999999932e-02,3.999221924324783558e-04
7.200000000000000178e+00,2.785400000000000029e-02,2.932550084823791568e-04
7.599999999999999645e+00,2.618320000000000022e-02,3.437268392197502607e-04
8.000000000000000000e+00,2.451259999999999897e-02,1.654111846278842894e-04
8.400000000000000355e+00,2.296720000000000012e-02,1.867817978283751014e-04
8.800000000000000711e+00,2.152199999999999946e-02,6.096228342180118201e-05
9.199999999999999289e+00,2.033339999999999800e-02,2.072873850479084977e-04
9.599999999999999645e+00,1.959140000000000187e-02,3.063851497706764396e-04
1.000000000000000000e+01,1.841759999999999925e-02,2.596265779923159528e-04
1.040000000000000036e+01,1.730300000000000241e-02,1.816254387468895241e-04
1.080000000000000071e+01,1.619319999999999787e-02,1.424055476447458389e-04
1.119999999999999929e+01,1.544119999999999868e-02,1.577093529249296413e-04
1.159999999999999964e+01,1.481639999999999867e-02,2.014977915511729947e-04
1.200000000000000000e+01,1.455339999999999932e-02,1.749350165061300721e-04
1.240000000000000036e+01,1.391320000000000057e-02,7.833224112713737608e-05
1.280000000000000071e+01,1.299259999999999825e-02,1.930545518758882892e-04
1.319999999999999929e+01,1.226460000000000050e-02,2.324305487667230579e-04
1.359999999999999964e+01,1.159619999999999748e-02,1.369957663579424634e-04
1.400000000000000000e+01,1.148340000000000125e-02,1.510134431102078134e-04
1.440000000000000036e+01,1.115780000000000070e-02,1.491748638343605882e-04
1.480000000000000071e+01,1.051739999999999967e-02,1.837728489195289807e-04
1.519999999999999929e+01,1.006239999999999912e-02,5.716607385504100092e-05
1.559999999999999964e+01,9.811200000000000823e-03,1.826275992285942196e-04
1.600000000000000000e+01,9.490200000000000718e-03,6.624303736997580266e-05
1.639999999999999858e+01,9.115999999999999104e-03,1.866721725378476474e-04
1.680000000000000071e+01,9.001400000000001414e-03,9.444818685395718052e-05
1.719999999999999929e+01,8.763399999999999315e-03,1.833806423808140925e-04
1.760000000000000142e+01,8.466599999999999474e-03,1.517035266564359310e-04
1.800000000000000000e+01,7.856599999999998307e-03,1.390016546664102543e-04
1.839999999999999858e+01,7.832399999999999779e-03,1.634718936086569272e-04
1.880000000000000071e+01,7.706799999999999762e-03,1.281711355961237693e-04
1.919999999999999929e+01,7.508199999999999597e-03,1.254660910365823468e-04
1.960000000000000142e+01,7.218399999999999817e-03,1.332796308518297143e-04
2.000000000000000000e+01,7.057800000000000358e-03,1.767227772529619226e-04
2.039999999999999858e+01,6.643000000000000467e-03,1.517524299640699969e-04
2.080000000000000071e+01,6.683800000000001025e-03,1.134506059922114007e-04
2.119999999999999929e+01,6.329200000000000104e-03,2.234972930484840979e-04
2.160000000000000142e+01,6.171199999999999949e-03,1.006371700714999253e-04
2.200000000000000000e+01,6.048999999999999690e-03,1.065283999692101166e-04
2.239999999999999858e+01,5.910000000000000323e-03,1.078197570021375076e-04
2.280000000000000071e+01,5.800200000000000147e-03,2.914343836955421037e-05
2.319999999999999929e+01,5.597000000000000412e-03,1.007402600751061868e-04
2.360000000000000142e+01,5.627799999999999643e-03,1.950677830909041820e-04
2.400000000000000000e+01,5.380799999999999819e-03,1.044525729697454836e-04
2.439999999999999858e+01,5.342999999999999659e-03,8.460673732038120540e-05
2.480000000000000071e+01,5.201599999999999800e-03,8.890084364054143793e-05
2.519999999999999929e+01,5.146400000000000627e-03,9.524211253431953033e-05
2.560000000000000142e+01,5.071799999999999572e-03,7.286933511429892355e-05
2.600000000000000000e+01,4.894400000000000139e-03,8.918161245458614992e-05
2.639999999999999858e+01,4.820200000000000179e-03,7.063738387001600974e-05
2.680000000000000071e+01,4.779399999999999621e-03,1.001397024161745122e-04
2.719999999999999929e+01,4.647999999999999354e-03,1.164594349977707456e-04
2.760000000000000142e+01,4.437200000000000519e-03,5.036903810874302049e-05
2.800000000000000000e+01,4.436999999999999104e-03,8.355477245495916173e-05
2.839999999999999858e+01,4.226399999999999949e-03,7.619619413067819425e-05
2.880000000000000071e+01,4.086799999999999808e-03,9.042532831015871124e-05
2.919999999999999929e+01,3.931399999999999825e-03,4.498066251179504415e-05
2.960000000000000142e+01,3.962999999999999509e-03,7.323592014851720790e-05
3.000000000000000000e+01,3.831000000000000204e-03,6.662131790951000777e-05
3.039999999999999858e+01,3.792400000000000024e-03,1.336123497286084802e-04
3.080000000000000071e+01,3.739600000000000042e-03,2.891643131508455169e-05
3.119999999999999929e+01,3.710799999999999342e-03,4.821555765518013582e-05
3.160000000000000142e+01,3.646200000000000049e-03,1.190799731273063053e-04
3.200000000000000000e+01,3.511800000000000251e-03,1.073407657882129786e-04
3.239999999999999858e+01,3.423799999999999847e-03,8.040174127467635760e-05
3.279999999999999716e+01,3.301599999999999587e-03,4.525107733524138485e-05
3.320000000000000284e+01,3.351999999999999945e-03,1.317524193326254892e-04
3.360000000000000142e+01,3.289600000000000163e-03,6.323654006980462166e-05
3.400000000000000000e+01,3.220200000000000319e-03,9.608610721639208364e-05
3.439999999999999858e+01,3.174999999999999871e-03,1.274907839806470170e-04
