cluster_size, probability, probability_err
1.000000000000000000e+00,7.081455328768146984e-01,4.453178533330519849e-03
2.000000000000000000e+00,1.650005316363286900e-01,4.386915240796949132e-03
3.000000000000000000e+00,4.310384851948170781e-02,1.769834299242455762e-03
4.000000000000000000e+00,1.685155486525483429e-02,1.582717063756296227e-03
5.000000000000000000e+00,7.917341018845532388e-03,1.248554801185023082e-03
6.000000000000000000e+00,2.996824328493580356e-03,3.741408329522510835e-04
7.000000000000000000e+00,1.525099246959958155e-03,2.135133630715393049e-04
8.000000000000000000e+00,7.636104104496473218e-04,2.627825377872730801e-04
9.000000000000000000e+00,6.399909314748194805e-04,1.878692093226732489e-04
1.000000000000000000e+01,1.499118165784638860e-04,7.499912299924397347e-05
1.100000000000000000e+01,1.930109275678972437e-04,1.232823625281940182e-04
1.200000000000000000e+01,5.511463844796666217e-05,5.511463844796666894e-05
1.300000000000000000e+01,5.221386800334166432e-05,5.221386800334167110e-05
1.400000000000000000e+01,4.313319530710833788e-05,4.313319530710833788e-05
2.947000000000000000e+03,4.133597883597777659e-05,4.133597883597777659e-05
2.949000000000000000e+03,7.987628760575001235e-05,7.987628760575001235e-05
2.950000000000000000e+03,4.266939750810000491e-05,4.266939750809999813e-05
2.951000000000000000e+03,3.543083900226666661e-05,3.543083900226667339e-05
2.952000000000000000e+03,3.779289493574444818e-05,3.779289493574444818e-05
2.953000000000000000e+03,4.724111866968333002e-05,4.724111866968333680e-05
2.954000000000000000e+03,8.188460569411112227e-05,4.130409753275697277e-05
2.955000000000000000e+03,1.439257391638249981e-04,1.022035711410476476e-04
2.956000000000000000e+03,2.721698267674861269e-04,9.942951129262343291e-05
2.957000000000000000e+03,1.673542270604527803e-04,2.561752325532855743e-05
2.958000000000000000e+03,1.734346895636972193e-04,2.080953693856389645e-05
2.959000000000000000e+03,1.530856595511527766e-04,9.786404778723796288e-05
2.960000000000000000e+03,1.698570246957110898e-04,3.038308680526348145e-05
2.961000000000000000e+03,6.155611457498861563e-04,7.967638371514804900e-05
2.962000000000000000e+03,7.226281634106360499e-04,5.989679902366902396e-05
2.963000000000000000e+03,7.307068350678082172e-04,3.293708507621187389e-04
2.964000000000000000e+03,6.957972852629388735e-04,1.062024136836876447e-04
2.965000000000000000e+03,9.073890499414278199e-04,1.342813437749016498e-04
2.966000000000000000e+03,1.388331236273997139e-03,1.630841636842192540e-04
2.967000000000000000e+03,1.535651664957508400e-03,2.442123698571329834e-04
2.968000000000000000e+03,1.624685674943747221e-03,1.777283417515532888e-04
2.969000000000000000e+03,1.507881365324780605e-03,1.920332725910171238e-04
2.970000000000000000e+03,1.971515027331605802e-03,1.917260539112989280e-04
2.971000000000000000e+03,1.689683379914333483e-03,6.064539823100157344e-04
2.972000000000000000e+03,2.311831317445521995e-03,4.428102655401720692e-04
2.973000000000000000e+03,3.098486628462880383e-03,3.808312376666412094e-05
2.974000000000000000e+03,2.653366352325905314e-03,5.091381208359610456e-04
2.975000000000000000e+03,2.671674419934222996e-03,6.267641606842613931e-04
2.976000000000000000e+03,2.780040209632550149e-03,1.049749986704464846e-04
2.977000000000000000e+03,3.751396157441533926e-03,2.464613531369176679e-04
2.978000000000000000e+03,3.676800762460644134e-03,4.092049198181320151e-04
2.979000000000000000e+03,3.436079285015311569e-03,3.825129327612317512e-04
2.980000000000000000e+03,2.577688792190997117e-03,3.950560447037312971e-04
2.981000000000000000e+03,2.271084747189180356e-03,3.771356792708048197e-04
2.982000000000000000e+03,1.855813172631524954e-03,2.408320557883968895e-06
2.983000000000000000e+03,1.728673128795641702e-03,2.650052798376029205e-04
2.984000000000000000e+03,1.516545898986327657e-03,3.287222157255305257e-04
2.985000000000000000e+03,5.402776236109306128e-04,2.725688603171918861e-04
2.986000000000000000e+03,1.181941955751444505e-03,1.384273190214966329e-04
2.987000000000000000e+03,6.965036726941416104e-04,2.978962578974767256e-04
2.988000000000000000e+03,5.823651656984694296e-04,2.368051422854730429e-04
2.989000000000000000e+03,2.304793971460444716e-04,2.304793971460444716e-04
2.992000000000000000e+03,1.653439153439111063e-04,1.653439153439111063e-04
