r,gSC_mean,gSC_err
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,8.803376810164390942e-05,6.586137776279595575e-06
9.499999999999999556e-01,2.041320725493998567e-01,5.326615181590832688e-04
1.050000000000000044e+00,1.297168893616016394e+00,8.121441257434045078e-04
1.150000000000000133e+00,1.498695787418105496e+00,6.216228687929628701e-04
1.250000000000000000e+00,1.322112205778663174e+00,9.705999250772110636e-04
1.350000000000000089e+00,1.182869657288011966e+00,5.060171232061843943e-04
1.450000000000000178e+00,1.080523857971702029e+00,7.159641328984351271e-04
1.550000000000000044e+00,1.007228107644579485e+00,5.253923284264341203e-04
1.650000000000000133e+00,9.606701407381805780e-01,3.970922513394599179e-04
1.750000000000000000e+00,9.372284775992701933e-01,2.819810179970942080e-04
1.850000000000000089e+00,9.364129422040738948e-01,4.423239315715510734e-04
1.950000000000000178e+00,9.526860459249233415e-01,4.054146898267228078e-04
2.049999999999999822e+00,9.823335485895714481e-01,2.569492841313995835e-04
2.150000000000000355e+00,1.005442517446290651e+00,3.089355658154832617e-04
2.250000000000000000e+00,1.016467149739204601e+00,3.427097595994943761e-04
2.350000000000000533e+00,1.017206748529757787e+00,3.090972908189885049e-04
2.450000000000000178e+00,1.013952791794264341e+00,3.911491210251640438e-04
2.549999999999999822e+00,1.007541621603863735e+00,4.343729166761115717e-04
2.650000000000000355e+00,1.001870734496985493e+00,1.963595102527198862e-04
2.750000000000000000e+00,9.975839409275873981e-01,3.122321675366171900e-04
2.850000000000000533e+00,9.961245682901092025e-01,1.693755435454060419e-04
2.950000000000000178e+00,9.951521026397325276e-01,3.688058005446016819e-04
3.049999999999999822e+00,9.968388535240688686e-01,2.141463664522139435e-04
3.150000000000000355e+00,9.982744923968214223e-01,2.220766504668913479e-04
3.250000000000000000e+00,1.000232193051888707e+00,2.094881151733555234e-04
3.350000000000000533e+00,1.000961900530763060e+00,2.679658863065260553e-04
3.450000000000000178e+00,1.001660742288317030e+00,2.320677440132938444e-04
3.549999999999999822e+00,1.000931005067503765e+00,2.503535418770148641e-04
3.650000000000000355e+00,1.001157987712151476e+00,2.188776444192649375e-04
3.750000000000000000e+00,1.000617889292779505e+00,2.740799300853699843e-04
3.850000000000000533e+00,1.000305888672650578e+00,2.227305091072362170e-04
3.950000000000000178e+00,9.994646025628602937e-01,1.224974687184452989e-04
4.050000000000000711e+00,9.998067812295199364e-01,2.694788212585873103e-04
4.150000000000000355e+00,9.996729511544666380e-01,2.058335839730443117e-04
4.250000000000000000e+00,9.998166618704142916e-01,1.820807074833330854e-04
4.349999999999999645e+00,1.000149726330405331e+00,1.905554061369451409e-04
4.450000000000000178e+00,1.000102757190093117e+00,1.390955998380084423e-04
4.550000000000000711e+00,1.000001008778084177e+00,2.037551813346020547e-04
4.650000000000000355e+00,1.000300417980549472e+00,1.486490293435089520e-04
4.750000000000000000e+00,1.000245082452945855e+00,1.906398567176118258e-04
4.850000000000000533e+00,1.000378471586761409e+00,1.284556790538399077e-04
4.950000000000000178e+00,1.000093950706663515e+00,2.053793149873409519e-04
5.050000000000000711e+00,1.000086795500862547e+00,1.501708712719319958e-04
5.150000000000000355e+00,1.000071850333164258e+00,1.879909205864708447e-04
5.250000000000000000e+00,1.000098392029169059e+00,2.015719508328697404e-04
5.350000000000000533e+00,1.000074418827668010e+00,1.535169146823910796e-04
5.450000000000000178e+00,9.999184458032273071e-01,2.377362363806162276e-04
5.550000000000000711e+00,1.000174108710326415e+00,1.611579502647220424e-04
5.650000000000000355e+00,1.000096800835426958e+00,1.145091267354546478e-04
5.750000000000000000e+00,1.000148210845690278e+00,8.126430912405788046e-05
5.850000000000000533e+00,1.000364626873871510e+00,1.645478629871906825e-04
5.950000000000000178e+00,9.997089581118447921e-01,1.457610414292250163e-04
6.050000000000000711e+00,9.999164944595839710e-01,1.096563883133842095e-04
6.150000000000000355e+00,1.000093188533673239e+00,1.384827965222983884e-04
6.250000000000000000e+00,9.999745729257869531e-01,1.352617106132870907e-04
6.350000000000000533e+00,1.000028110056428998e+00,1.821703717875999460e-04
6.450000000000000178e+00,1.000157164296288981e+00,1.537409410159515778e-04
6.550000000000000711e+00,1.000288836562394090e+00,1.079038751623555894e-04
6.650000000000000355e+00,9.999767766219438414e-01,9.310501714050899353e-05
6.750000000000000000e+00,1.000072281257015305e+00,1.304279166848146070e-04
6.850000000000000533e+00,9.999170530915240107e-01,1.510656152110994893e-04
6.950000000000000178e+00,1.000104981763524137e+00,1.434380795646898700e-04
7.050000000000000711e+00,1.000077761206263460e+00,9.918017069676399742e-05
7.150000000000000355e+00,1.000029293952373832e+00,9.949778570428597475e-05
7.250000000000000000e+00,1.000224399041397039e+00,7.768606259935254205e-05
7.350000000000000533e+00,1.000146533951803862e+00,8.970683456412443016e-05
7.450000000000000178e+00,1.000104136923603004e+00,9.031980831421001327e-05
7.550000000000000711e+00,9.999795823352771729e-01,1.193465938045303325e-04
7.650000000000000355e+00,1.000006812390324518e+00,7.199763604465475207e-05
7.750000000000000000e+00,9.998746853868821782e-01,1.044410742440076551e-04
7.850000000000000533e+00,1.000018089916630215e+00,1.106356639028805474e-04
7.950000000000000178e+00,1.000178422623738239e+00,1.085191284111853942e-04
8.050000000000000711e+00,9.999492874868870507e-01,7.066760381568017418e-05
8.150000000000000355e+00,1.000147665491845528e+00,6.525258407881939955e-05
8.250000000000000000e+00,1.000008042513188755e+00,8.892609691488010130e-05
8.350000000000001421e+00,1.000314225716771643e+00,9.095808732026677270e-05
8.449999999999999289e+00,1.000181232798723396e+00,1.198260889974935933e-04
8.550000000000000711e+00,1.000175366375851471e+00,1.081563126380887159e-04
8.650000000000000355e+00,9.999268004695853751e-01,8.283720649992290790e-05
8.750000000000000000e+00,1.000165012945122722e+00,7.996675269838856193e-05
8.850000000000001421e+00,1.000113797984124364e+00,6.240315101386325789e-05
8.949999999999999289e+00,1.000047925996205844e+00,1.191755747432645470e-04
9.050000000000000711e+00,1.000158249732060467e+00,9.440975108170966809e-05
9.150000000000000355e+00,1.000131090912606435e+00,6.178999041478866201e-05
9.250000000000000000e+00,1.000023515488243309e+00,7.935115511797748351e-05
9.350000000000001421e+00,1.000103473312208280e+00,3.861263626537798590e-05
9.449999999999999289e+00,1.000077556465733597e+00,6.384654807362637110e-05
9.550000000000000711e+00,1.000283802647317533e+00,9.193857262144898232e-05
9.650000000000002132e+00,9.999793394641199873e-01,5.733476952300532530e-05
9.750000000000000000e+00,1.000182039332174089e+00,8.846963819256828670e-05
9.850000000000001421e+00,1.000064838638668352e+00,7.847099615412221575e-05
9.949999999999999289e+00,1.000080292671450932e+00,8.877276532542038433e-05
