r,gSC_mean,gSC_err
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,7.570165427043383684e-05,1.066013369420002117e-05
9.499999999999999556e-01,2.035627639193645366e-01,6.126770407447411880e-04
1.050000000000000044e+00,1.297922402211905579e+00,1.060334212319918607e-03
1.150000000000000133e+00,1.497431563683811362e+00,1.160237907942836310e-03
1.250000000000000000e+00,1.320445183645792442e+00,2.124947791534796335e-03
1.350000000000000089e+00,1.185021260208872329e+00,8.834845008249712570e-04
1.450000000000000178e+00,1.080221092741716182e+00,1.379565363611892680e-03
1.550000000000000044e+00,1.008157943562944858e+00,7.080454891629819588e-04
1.650000000000000133e+00,9.613753994032089301e-01,5.569770333040042522e-04
1.750000000000000000e+00,9.371082566641136813e-01,8.929810108302010420e-04
1.850000000000000089e+00,9.358674456574440637e-01,5.608171962502687697e-04
1.950000000000000178e+00,9.514868520004065022e-01,3.694636033171700903e-04
2.049999999999999822e+00,9.817328439605038648e-01,6.462554615551195213e-04
2.150000000000000355e+00,1.004834539836219731e+00,3.721709859347623354e-04
2.250000000000000000e+00,1.015444671364003515e+00,5.928984048760426459e-04
2.350000000000000533e+00,1.017167943418728848e+00,5.301142367001705725e-04
2.450000000000000178e+00,1.014293212432230362e+00,5.715142153664593298e-04
2.549999999999999822e+00,1.008745826395160305e+00,4.691440609542088091e-04
2.650000000000000355e+00,1.001875285863730536e+00,4.536392090276172482e-04
2.750000000000000000e+00,9.986958097785325617e-01,3.397293891059767002e-04
2.850000000000000533e+00,9.957742739446253655e-01,4.561746968480771803e-04
2.950000000000000178e+00,9.958550208802522397e-01,5.220455997374366403e-04
3.049999999999999822e+00,9.961801139072112843e-01,4.649866817955117812e-04
3.150000000000000355e+00,9.984716921510781162e-01,3.832981141819081930e-04
3.250000000000000000e+00,1.000287350764625716e+00,1.885403377249868998e-04
3.350000000000000533e+00,1.000509027286091479e+00,2.830811905375657826e-04
3.450000000000000178e+00,1.002268230967955365e+00,4.715350354873927867e-04
3.549999999999999822e+00,1.001377887690252821e+00,2.924126071247397287e-04
3.650000000000000355e+00,1.001042262241125913e+00,3.038309220795949121e-04
3.750000000000000000e+00,1.000447617720991111e+00,4.619399094639783801e-04
3.850000000000000533e+00,9.994693467102724327e-01,3.372888407712382078e-04
3.950000000000000178e+00,9.996865348389085693e-01,2.554786872209958851e-04
4.050000000000000711e+00,9.997402243088883145e-01,3.333956553229538359e-04
4.150000000000000355e+00,9.998818867657306431e-01,3.465945854780435242e-04
4.250000000000000000e+00,1.000207602685564190e+00,1.806105068629776627e-04
4.349999999999999645e+00,1.000178248720381635e+00,2.282772366524077768e-04
4.450000000000000178e+00,9.996014015249510276e-01,4.253803776512675135e-04
4.550000000000000711e+00,1.000352300924213456e+00,2.959748248139595461e-04
4.650000000000000355e+00,1.000708926869667836e+00,1.879920371999539176e-04
4.750000000000000000e+00,1.000139836250391490e+00,3.945815039717505846e-04
4.850000000000000533e+00,9.999935346350052878e-01,2.025371013191852219e-04
4.950000000000000178e+00,1.000008865528082325e+00,2.774411401521586660e-04
5.050000000000000711e+00,9.996848111765649358e-01,2.834044428008739968e-04
5.150000000000000355e+00,9.999172771273368010e-01,2.951185083099510721e-04
5.250000000000000000e+00,1.000861098172445729e+00,3.431741167030319677e-04
5.350000000000000533e+00,1.000136135074097377e+00,2.979749851504034236e-04
5.450000000000000178e+00,9.999438620013438861e-01,1.779487253944746423e-04
5.550000000000000711e+00,1.000240600766596710e+00,2.121524415304426169e-04
5.650000000000000355e+00,1.000412813493481989e+00,2.414830473240015072e-04
5.750000000000000000e+00,1.000020170822156107e+00,1.838730333477047580e-04
5.850000000000000533e+00,9.999932799911750436e-01,2.240653374658793683e-04
5.950000000000000178e+00,9.999505444039661350e-01,1.190401198972170042e-04
6.050000000000000711e+00,1.000571798097109610e+00,1.719839208682722440e-04
6.150000000000000355e+00,9.999302560635227044e-01,2.063376831098556415e-04
6.250000000000000000e+00,9.998755115646048575e-01,1.523214184144543366e-04
6.350000000000000533e+00,9.999059099555644980e-01,2.093259658214332252e-04
6.450000000000000178e+00,9.997532462820017951e-01,3.163670055000051434e-04
6.550000000000000711e+00,1.000008515509629436e+00,1.631183456129623951e-04
6.650000000000000355e+00,1.000390599487771537e+00,2.521726104962613972e-04
6.750000000000000000e+00,1.000232801378973413e+00,2.925296957658807045e-04
6.850000000000000533e+00,1.000069831036169976e+00,1.647280776821672841e-04
6.950000000000000178e+00,1.000299542412279141e+00,2.336472966676569603e-04
7.050000000000000711e+00,1.000164942808644319e+00,1.318100804917980142e-04
7.150000000000000355e+00,9.999450694998145428e-01,1.328494164634099698e-04
7.250000000000000000e+00,9.999999026505996813e-01,1.593857825573210066e-04
7.350000000000000533e+00,1.000226493641544590e+00,1.854082461524657040e-04
7.450000000000000178e+00,1.000319662504243201e+00,1.469328699332876870e-04
7.550000000000000711e+00,1.000070219099439273e+00,2.261972233095301042e-04
7.650000000000000355e+00,1.000093231168478480e+00,1.665968815885029660e-04
7.750000000000000000e+00,1.000598602605479615e+00,1.053793490478583338e-04
7.850000000000000533e+00,1.000103969728096676e+00,1.992375318704128415e-04
7.950000000000000178e+00,1.000108435979509158e+00,1.357259649428901914e-04
8.050000000000000711e+00,1.000306599149447306e+00,1.135886509204219575e-04
8.150000000000000355e+00,9.999001673439350535e-01,1.318030782354544901e-04
8.250000000000000000e+00,1.000204806544968905e+00,1.559856355440194619e-04
8.350000000000001421e+00,9.998670674218106402e-01,1.159849792554793916e-04
8.449999999999999289e+00,1.000381692628341757e+00,1.792991726664993767e-04
8.550000000000000711e+00,1.000221173360693161e+00,1.883769214039110690e-04
8.650000000000000355e+00,9.999010527848957164e-01,2.344032163425934423e-04
8.750000000000000000e+00,9.999529738361818687e-01,1.293825531166109327e-04
8.850000000000001421e+00,9.998627409518846543e-01,1.245494118340738994e-04
8.949999999999999289e+00,1.000035657639141151e+00,1.185624370429970691e-04
9.050000000000000711e+00,1.000261940981211239e+00,1.444925495453547228e-04
9.150000000000000355e+00,1.000269593047620642e+00,1.552027898891364757e-04
9.250000000000000000e+00,1.000143074575639890e+00,1.258643847452180253e-04
9.350000000000001421e+00,1.000034811171878424e+00,1.882996487744012612e-04
9.449999999999999289e+00,1.000257403355238939e+00,1.510416187469426858e-04
9.550000000000000711e+00,9.999986334693421464e-01,1.500603617956608232e-04
9.650000000000002132e+00,1.000000853873263651e+00,1.609226097128284316e-04
9.750000000000000000e+00,1.000337298650965767e+00,8.808684850346132323e-05
9.850000000000001421e+00,1.000252194624998037e+00,1.316383073508718877e-04
9.949999999999999289e+00,1.000280730187957712e+00,9.868693778944650423e-05
