r,gSS_mean,gSS_err
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000888e-01,1.949498849323955975e-04,6.851694019185968187e-06
9.499999999999999556e-01,4.131652629970670176e-01,2.651260375878442097e-04
1.050000000000000044e+00,2.221033673583794332e+00,6.260382183014827785e-04
1.150000000000000133e+00,2.150986983062450175e+00,5.122798312671647276e-04
1.250000000000000000e+00,1.418857375503447482e+00,4.181946801117789481e-04
1.350000000000000089e+00,9.810573919134636389e-01,3.584774642994455738e-04
1.450000000000000178e+00,7.748577902003607187e-01,3.337247874736096274e-04
1.550000000000000044e+00,7.000998370562067086e-01,2.446534760072553174e-04
1.650000000000000133e+00,7.147357065472574877e-01,2.416665105611372319e-04
1.750000000000000000e+00,8.028970362885405887e-01,1.917972462438632248e-04
1.850000000000000089e+00,9.415138724818898908e-01,1.871637107661483675e-04
1.950000000000000178e+00,1.084621954180002401e+00,2.417197314283408757e-04
2.049999999999999822e+00,1.181631126957569888e+00,1.852989856006797111e-04
2.150000000000000355e+00,1.178851413923224234e+00,2.477615022728518789e-04
2.250000000000000000e+00,1.095044129855850201e+00,2.343872080666628479e-04
2.350000000000000533e+00,9.977325630692750469e-01,2.403152159869963330e-04
2.450000000000000178e+00,9.294349132655291834e-01,1.807688869851294567e-04
2.549999999999999822e+00,9.043298500815174501e-01,1.737721493261224469e-04
2.650000000000000355e+00,9.187639948123426104e-01,1.809306458042092265e-04
2.750000000000000000e+00,9.590409361476549543e-01,6.868712989740079352e-05
2.850000000000000533e+00,1.006174562783056503e+00,1.600171388830269690e-04
2.950000000000000178e+00,1.040719725995723932e+00,1.976714944421208576e-04
3.049999999999999822e+00,1.052988339299932852e+00,1.477376310986093511e-04
3.150000000000000355e+00,1.042654006708318981e+00,1.572875021381707928e-04
3.250000000000000000e+00,1.018284899936715782e+00,1.758082492764803792e-04
3.350000000000000533e+00,9.923553209976045952e-01,1.720113879885555260e-04
3.450000000000000178e+00,9.744590336859323410e-01,1.379780048810920034e-04
3.549999999999999822e+00,9.698527110404115970e-01,9.063170180001798139e-05
3.650000000000000355e+00,9.774951198612693570e-01,1.585474404076992806e-04
3.750000000000000000e+00,9.922775877856411242e-01,1.049691143099125190e-04
3.850000000000000533e+00,1.006788793215908306e+00,1.245597274925883038e-04
3.950000000000000178e+00,1.015691021063080735e+00,1.476121715100028235e-04
4.050000000000000711e+00,1.016822633223925854e+00,1.486552331479496555e-04
4.150000000000000355e+00,1.011458542427214224e+00,1.352571908297848992e-04
4.250000000000000000e+00,1.002539843182713941e+00,1.369870115147168955e-04
4.349999999999999645e+00,9.946374173251582018e-01,1.419110053641439609e-04
4.450000000000000178e+00,9.901738781409845647e-01,1.033435900052505102e-04
4.550000000000000711e+00,9.903827310531170269e-01,6.393245809121135038e-05
4.650000000000000355e+00,9.940135716639042496e-01,1.086424637448405643e-04
4.750000000000000000e+00,9.991927455744551434e-01,1.116475927268381076e-04
4.850000000000000533e+00,1.003652926733026751e+00,1.180153979667809767e-04
4.950000000000000178e+00,1.005804980490230927e+00,1.021729122621594467e-04
5.050000000000000711e+00,1.005445708181951447e+00,9.044399135400065458e-05
5.150000000000000355e+00,1.003014121234585110e+00,9.741557882506745442e-05
5.250000000000000000e+00,9.996584892725289828e-01,6.401881469727246303e-05
5.350000000000000533e+00,9.973825878053107497e-01,7.408226883139334409e-05
5.450000000000000178e+00,9.962953919414954118e-01,8.947531433343642920e-05
5.550000000000000711e+00,9.967887019234089596e-01,9.659603758562899402e-05
5.650000000000000355e+00,9.984526977274897908e-01,1.130522828414362135e-04
5.750000000000000000e+00,1.000200642471489987e+00,1.072777945610514443e-04
5.850000000000000533e+00,1.001698137705579805e+00,6.424055028998867456e-05
5.950000000000000178e+00,1.002166056061248200e+00,7.662175765014129863e-05
6.050000000000000711e+00,1.001561973869091293e+00,7.289743407802285163e-05
6.150000000000000355e+00,1.000593821474855316e+00,7.281223406262239965e-05
6.250000000000000000e+00,9.993910652003059614e-01,7.595182533258118670e-05
6.350000000000000533e+00,9.986586260378091939e-01,6.300720167330839882e-05
6.450000000000000178e+00,9.985582750478325664e-01,8.839627224533246400e-05
6.550000000000000711e+00,9.990277213638185660e-01,7.004834299330692433e-05
6.650000000000000355e+00,9.994866743506486406e-01,8.532030724210742337e-05
6.750000000000000000e+00,1.000342512593630051e+00,7.311602601559923022e-05
6.850000000000000533e+00,1.000633475499964176e+00,8.842670992458538269e-05
6.950000000000000178e+00,1.000701152903278102e+00,5.277638556641931140e-05
7.050000000000000711e+00,1.000393433419998646e+00,7.561798673973767963e-05
7.150000000000000355e+00,9.999123155690889941e-01,5.796008657874715623e-05
7.250000000000000000e+00,9.996974242382957732e-01,9.266610973320935942e-05
7.350000000000000533e+00,9.993521756817147494e-01,6.414329781535271367e-05
7.450000000000000178e+00,9.994546094789260593e-01,1.076819395868325606e-04
7.550000000000000711e+00,9.996357770165508194e-01,6.220905119946128323e-05
7.650000000000000355e+00,9.999460632212876510e-01,5.679888405454363513e-05
7.750000000000000000e+00,1.000198078296935966e+00,8.007677759069013095e-05
7.850000000000000533e+00,1.000037945298409614e+00,6.124414316785476711e-05
7.950000000000000178e+00,1.000162472384120260e+00,5.490961378868456342e-05
8.050000000000000711e+00,1.000046184643909708e+00,6.154788145694137160e-05
8.150000000000000355e+00,9.998545366502094023e-01,7.748970339397911946e-05
8.250000000000000000e+00,9.997799648104523929e-01,5.491759267941727238e-05
8.350000000000001421e+00,9.996445969113191277e-01,5.278329385765112949e-05
8.449999999999999289e+00,9.997665700921046783e-01,6.484019607176130762e-05
8.550000000000000711e+00,9.998650379468770888e-01,4.881712894496931623e-05
8.650000000000000355e+00,9.999862886213760627e-01,4.156995200707104337e-05
8.750000000000000000e+00,9.999285081441497969e-01,6.777580986425937523e-05
8.850000000000001421e+00,9.999263851371262835e-01,7.387966813917965891e-05
8.949999999999999289e+00,9.999552458030034341e-01,6.696397740972244211e-05
9.050000000000000711e+00,9.999061056897531330e-01,3.455763357099363712e-05
9.150000000000000355e+00,9.997612767972009484e-01,4.891683124404313859e-05
9.250000000000000000e+00,9.998536549566658937e-01,5.127506501572832846e-05
9.350000000000001421e+00,9.998528668032979905e-01,6.140811402659096367e-05
9.449999999999999289e+00,9.999414051702967265e-01,6.361542546266425193e-05
9.550000000000000711e+00,9.998964765525750753e-01,6.004775007599843996e-05
9.650000000000002132e+00,9.998659298379839466e-01,3.340778580379118466e-05
9.750000000000000000e+00,9.999803734059758975e-01,4.518499362746693969e-05
9.850000000000001421e+00,9.999006414579373336e-01,5.651668202371681876e-05
9.949999999999999289e+00,9.999369744012790440e-01,3.349601972322594059e-05
