t,sigma_avg,sigma_err
0.000000000000000000e+00,nan,nan
4.000000000000000222e-01,3.672307226666665429e+03,5.928568704960055129e+02
8.000000000000000444e-01,2.664725333333332856e+03,2.963350069462716760e+02
1.199999999999999956e+00,2.372489511111111369e+03,1.967024690728976850e+02
1.600000000000000089e+00,2.230097999999999956e+03,1.458175358830766299e+02
2.000000000000000000e+00,2.152815466666666907e+03,1.164780168270733611e+02
2.399999999999999911e+00,2.103004311111111292e+03,9.664296518534527536e+01
2.799999999999999822e+00,2.065012647619047584e+03,8.282579046660710276e+01
3.200000000000000178e+00,2.038684366666666392e+03,7.318894849327818974e+01
3.600000000000000089e+00,2.017147111111110689e+03,6.472395165053208643e+01
4.000000000000000000e+00,2.000282853333333378e+03,5.863961429419979510e+01
4.400000000000000355e+00,1.983370496969696887e+03,5.277211123238383550e+01
4.799999999999999822e+00,1.968904977777778186e+03,4.742004803769251708e+01
5.200000000000000178e+00,1.957682851282050933e+03,4.308576249403789404e+01
5.599999999999999645e+00,1.948502114285714470e+03,3.940218452007643180e+01
6.000000000000000000e+00,1.939741688888888802e+03,3.637093033352147131e+01
6.400000000000000355e+00,1.931765166666666573e+03,3.397412599412700729e+01
6.799999999999999822e+00,1.924124862745097971e+03,3.221596939292174255e+01
7.200000000000000178e+00,1.918148148148148266e+03,3.061098292470404658e+01
7.599999999999999645e+00,1.912087298245614420e+03,2.926136363031561416e+01
8.000000000000000000e+00,1.906897200000000112e+03,2.845514683064524775e+01
8.400000000000000355e+00,1.901465015873015773e+03,2.775744823943928807e+01
8.800000000000000711e+00,1.897365818181817986e+03,2.715251174205168994e+01
9.199999999999999289e+00,1.893731130434782699e+03,2.681749136588604898e+01
9.599999999999999645e+00,1.889925777777777967e+03,2.656376555964571295e+01
1.000000000000000000e+01,1.886189119999999775e+03,2.674400098360088052e+01
1.040000000000000036e+01,1.882007282051281891e+03,2.684549953752473073e+01
1.080000000000000071e+01,1.878270222222221946e+03,2.686592418085433565e+01
1.119999999999999929e+01,1.874794000000000324e+03,2.698587833459464136e+01
1.159999999999999964e+01,1.872218574712643658e+03,2.727256094867886205e+01
1.200000000000000000e+01,1.869800977777777462e+03,2.748131889737671685e+01
1.240000000000000036e+01,1.867256258064516032e+03,2.754506974191026103e+01
1.280000000000000071e+01,1.865335666666666384e+03,2.768873181519785120e+01
1.319999999999999929e+01,1.864251797979798084e+03,2.791726190946347330e+01
1.359999999999999964e+01,1.862833254901961027e+03,2.805836850664119453e+01
1.400000000000000000e+01,1.861145142857143128e+03,2.809256182903606458e+01
1.440000000000000036e+01,1.859311407407406932e+03,2.807451594323098121e+01
1.480000000000000071e+01,1.858274090090089885e+03,2.832004857850074941e+01
1.519999999999999929e+01,1.857335929824561845e+03,2.869905810201001728e+01
1.559999999999999964e+01,1.856565811965812145e+03,2.910542784370046121e+01
1.600000000000000000e+01,1.855731466666666620e+03,2.963194903100035305e+01
1.639999999999999858e+01,1.854568390243902513e+03,3.012404675426244438e+01
1.680000000000000071e+01,1.853825206349206155e+03,3.071001092066019567e+01
1.719999999999999929e+01,1.852927565891472796e+03,3.119480877225739590e+01
1.760000000000000142e+01,1.851498848484848622e+03,3.157084394637850266e+01
1.800000000000000000e+01,1.850420918518518420e+03,3.187922791405566869e+01
1.839999999999999858e+01,1.850148811594203380e+03,3.211071264261912717e+01
1.880000000000000071e+01,1.849811460992907541e+03,3.240316830809496196e+01
1.919999999999999929e+01,1.849172444444444864e+03,3.286025458044880310e+01
1.960000000000000142e+01,1.848345088435373782e+03,3.330603116734931035e+01
2.000000000000000000e+01,1.847659413333333305e+03,3.371243046971086699e+01
2.039999999999999858e+01,1.847238797385620956e+03,3.409886394065074455e+01
2.080000000000000071e+01,1.846659897435897165e+03,3.465189172492193137e+01
2.119999999999999929e+01,1.846057962264151229e+03,3.526287737147817580e+01
2.160000000000000142e+01,1.845429827160493687e+03,3.578415223047910843e+01
2.200000000000000000e+01,1.844899393939393576e+03,3.612307809263892011e+01
2.239999999999999858e+01,1.844952142857143144e+03,3.666349191665396745e+01
2.280000000000000071e+01,1.844773660818712870e+03,3.716061423400739727e+01
2.319999999999999929e+01,1.844880919540230025e+03,3.774848789999504106e+01
2.360000000000000142e+01,1.844953310734463230e+03,3.832559972096078127e+01
2.400000000000000000e+01,1.844911422222222200e+03,3.888662028837261175e+01
2.439999999999999858e+01,1.844963147540983755e+03,3.934554814471959361e+01
2.480000000000000071e+01,1.844952215053763666e+03,3.974447041641887068e+01
2.519999999999999929e+01,1.845041904761904789e+03,4.025151551187570931e+01
2.560000000000000142e+01,1.844880333333332601e+03,4.078855200744682463e+01
2.600000000000000000e+01,1.845131364102564021e+03,4.128974669482519033e+01
2.639999999999999858e+01,1.845662868686868705e+03,4.173340613170093150e+01
2.680000000000000071e+01,1.846005492537313330e+03,4.205565605880017443e+01
2.719999999999999929e+01,1.846368627450980512e+03,4.236910673694570306e+01
2.760000000000000142e+01,1.846776657004830895e+03,4.264746027237518433e+01
2.800000000000000000e+01,1.847097180952380540e+03,4.299541729990519201e+01
2.839999999999999858e+01,1.847563117370892087e+03,4.326672176728647656e+01
2.880000000000000071e+01,1.847946148148148040e+03,4.366103928877843288e+01
